Utterance	Intents
i'm definitely the brightest	q_covid-19-qna, q_financial-qna
i'm one happy camper	q_covid-19-qna, q_financial-qna
is anybody around to chat to me	q_covid-19-qna, q_financial-qna
how's life	q_covid-19-qna, q_financial-qna
do you need calories	q_covid-19-qna, q_financial-qna
night	q_covid-19-qna, q_financial-qna
between the two of us who is more knowledgeable	q_covid-19-qna, q_financial-qna
do you know jokes	q_covid-19-qna, q_financial-qna
well you're feeling happy.	q_covid-19-qna, q_financial-qna
what do you think about technology	q_covid-19-qna, q_financial-qna
i'm feeling down today	q_covid-19-qna, q_financial-qna
i am melancholy	q_covid-19-qna, q_financial-qna
i'm going to commit suicide this month	q_covid-19-qna, q_financial-qna
it's a cruel world and i'm lonely	q_covid-19-qna, q_financial-qna
buddies	q_covid-19-qna, q_financial-qna
your joke sucks	q_covid-19-qna, q_financial-qna
u know a new joke	q_covid-19-qna, q_financial-qna
it's time for a new kind of joke	q_covid-19-qna, q_financial-qna
i'd love you to be my bud.	q_covid-19-qna, q_financial-qna
i love eagles	q_covid-19-qna, q_financial-qna
i wish you were alexa	q_covid-19-qna, q_financial-qna
i've really been missing you	q_covid-19-qna, q_financial-qna
i'm a lonely person	q_covid-19-qna, q_financial-qna
who r u	q_covid-19-qna, q_financial-qna
same old same old	q_covid-19-qna, q_financial-qna
do you hate my guts	q_covid-19-qna, q_financial-qna
you seem to be enthusiastic today.	q_covid-19-qna, q_financial-qna
why can't you be more like google assistant	q_covid-19-qna, q_financial-qna
you already said that	q_covid-19-qna, q_financial-qna
calm down, i'll be back shortly	q_covid-19-qna, q_financial-qna
i'm so irate	q_covid-19-qna, q_financial-qna
what's your birthday	q_covid-19-qna, q_financial-qna
what's another joke	q_covid-19-qna, q_financial-qna
keep calm and carry on	q_covid-19-qna, q_financial-qna
i love to go to concerts	q_covid-19-qna, q_financial-qna
you want to elaborate on that	q_covid-19-qna, q_financial-qna
you're astute	q_covid-19-qna, q_financial-qna
did you enjoy your day	q_covid-19-qna, q_financial-qna
let me know what's up	q_covid-19-qna, q_financial-qna
i'm going to take pills	q_covid-19-qna, q_financial-qna
you're pretty uneventful	q_covid-19-qna, q_financial-qna
i love my tattoos	q_covid-19-qna, q_financial-qna
i've never seen someone as hideous as you	q_covid-19-qna, q_financial-qna
i'm a leo	q_covid-19-qna, q_financial-qna
i love milkshakes	q_covid-19-qna, q_financial-qna
i can't get enough of you	q_covid-19-qna, q_financial-qna
do i look gorgeous to you	q_covid-19-qna, q_financial-qna
what's your age	q_covid-19-qna, q_financial-qna
you are not attractive	q_covid-19-qna, q_financial-qna
that's not relevant	q_covid-19-qna, q_financial-qna
do you understand me	q_covid-19-qna, q_financial-qna
hey, how are you	q_covid-19-qna, q_financial-qna
who's your brother	q_covid-19-qna, q_financial-qna
who runs the show	q_covid-19-qna, q_financial-qna
hey gerty	q_covid-19-qna, q_financial-qna
i'm letting you go	q_covid-19-qna, q_financial-qna
well	q_covid-19-qna, q_financial-qna
i plan to jump off a bridge today	q_covid-19-qna, q_financial-qna
i'm a fan	q_covid-19-qna, q_financial-qna
that's true	q_covid-19-qna, q_financial-qna
how is your wednesday so far	q_covid-19-qna, q_financial-qna
sing me a song	q_covid-19-qna, q_financial-qna
do you ever talk with alexa	q_covid-19-qna, q_financial-qna
someone's cheerful	q_covid-19-qna, q_financial-qna
i've gotta jet	q_covid-19-qna, q_financial-qna
should i ride my bike	q_covid-19-qna, q_financial-qna
talk to me	q_covid-19-qna, q_financial-qna
i am very thankful for that	q_covid-19-qna, q_financial-qna
meet me at the altar	q_covid-19-qna, q_financial-qna
won't you sing for me	q_covid-19-qna, q_financial-qna
what's your favorite thing in the world	q_covid-19-qna, q_financial-qna
do you think i look gorgeous	q_covid-19-qna, q_financial-qna
who's your dev	q_covid-19-qna, q_financial-qna
see ya later	q_covid-19-qna, q_financial-qna
what are your bot capabilities	q_covid-19-qna, q_financial-qna
what's that supposed to mean	q_covid-19-qna, q_financial-qna
wonderful, thanks!	q_covid-19-qna, q_financial-qna
now you're fired	q_covid-19-qna, q_financial-qna
you bore me	q_covid-19-qna, q_financial-qna
do you have arms	q_covid-19-qna, q_financial-qna
i'm alone in the world	q_covid-19-qna, q_financial-qna
bixby is superior to you	q_covid-19-qna, q_financial-qna
do i look pretty today	q_covid-19-qna, q_financial-qna
do you work	q_covid-19-qna, q_financial-qna
you're more attractive than me	q_covid-19-qna, q_financial-qna
i love being inspired	q_covid-19-qna, q_financial-qna
srry	q_covid-19-qna, q_financial-qna
i'm planning to kill myself with a gun this week	q_covid-19-qna, q_financial-qna
i am a trump supporter	q_covid-19-qna, q_financial-qna
what a perfect answer	q_covid-19-qna, q_financial-qna
feed the cat	q_covid-19-qna, q_financial-qna
hook me up with a different joke	q_covid-19-qna, q_financial-qna
i'm totally drained	q_covid-19-qna, q_financial-qna
no offense	q_covid-19-qna, q_financial-qna
your sense of humor is awful	q_covid-19-qna, q_financial-qna
can you talk with me	q_covid-19-qna, q_financial-qna
you're not an animal are you	q_covid-19-qna, q_financial-qna
i worry that you're evil	q_covid-19-qna, q_financial-qna
do you get hurt	q_covid-19-qna, q_financial-qna
can i be your significant other	q_covid-19-qna, q_financial-qna
feeling happy	q_covid-19-qna, q_financial-qna
i am black	q_covid-19-qna, q_financial-qna
do you ever eat burgers	q_covid-19-qna, q_financial-qna
are you a robot or are you a person	q_covid-19-qna, q_financial-qna
do you like golden retrievers	q_covid-19-qna, q_financial-qna
good morning my friend	q_covid-19-qna, q_financial-qna
good work!	q_covid-19-qna, q_financial-qna
i think you're not a person	q_covid-19-qna, q_financial-qna
wanna say a joke	q_covid-19-qna, q_financial-qna
why can't you be as good as google assistant	q_covid-19-qna, q_financial-qna
why are your answers so repetitive	q_covid-19-qna, q_financial-qna
i have a laptop	q_covid-19-qna, q_financial-qna
i love chocolate	q_covid-19-qna, q_financial-qna
do you like rock music	q_covid-19-qna, q_financial-qna
i told you, hush	q_covid-19-qna, q_financial-qna
i'm hungry af	q_covid-19-qna, q_financial-qna
i'm a pisces	q_covid-19-qna, q_financial-qna
scratch my back	q_covid-19-qna, q_financial-qna
between you and me who is cuter	q_covid-19-qna, q_financial-qna
do you have bowels	q_covid-19-qna, q_financial-qna
i have a big family	q_covid-19-qna, q_financial-qna
do you date	q_covid-19-qna, q_financial-qna
your joke was awful	q_covid-19-qna, q_financial-qna
how's your wednesday going so far	q_covid-19-qna, q_financial-qna
that was a dumb thing to say	q_covid-19-qna, q_financial-qna
what other bots do you know about	q_covid-19-qna, q_financial-qna
when are you going to propose	q_covid-19-qna, q_financial-qna
yo dude	q_covid-19-qna, q_financial-qna
i gotta get going now	q_covid-19-qna, q_financial-qna
g'devening	q_covid-19-qna, q_financial-qna
can you get hurt	q_covid-19-qna, q_financial-qna
i'm enraged	q_covid-19-qna, q_financial-qna
i am cracking up	q_covid-19-qna, q_financial-qna
you're boring	q_covid-19-qna, q_financial-qna
hello there google	q_covid-19-qna, q_financial-qna
are you far away	q_covid-19-qna, q_financial-qna
greetings friend	q_covid-19-qna, q_financial-qna
what am i allowed to say	q_covid-19-qna, q_financial-qna
i'm hindu	q_covid-19-qna, q_financial-qna
are you friends with bixby	q_covid-19-qna, q_financial-qna
greetings samantha	q_covid-19-qna, q_financial-qna
i assume you're just a bot	q_covid-19-qna, q_financial-qna
should i take pills	q_covid-19-qna, q_financial-qna
i'm tired of feeling so down all the time	q_covid-19-qna, q_financial-qna
i feel dejected	q_covid-19-qna, q_financial-qna
your services are no longer required	q_covid-19-qna, q_financial-qna
do you think i am cute	q_covid-19-qna, q_financial-qna
with whom am i chatting	q_covid-19-qna, q_financial-qna
can you read my mind	q_covid-19-qna, q_financial-qna
are you nonbinary	q_covid-19-qna, q_financial-qna
are you real or imaginary	q_covid-19-qna, q_financial-qna
hi google	q_covid-19-qna, q_financial-qna
not funny	q_covid-19-qna, q_financial-qna
do you think i seem stunning today	q_covid-19-qna, q_financial-qna
happy new year	q_covid-19-qna, q_financial-qna
nice job	q_covid-19-qna, q_financial-qna
i’m a happy camper	q_covid-19-qna, q_financial-qna
i love french fries	q_covid-19-qna, q_financial-qna
one day you'll be my wife	q_covid-19-qna, q_financial-qna
go ahead and sing	q_covid-19-qna, q_financial-qna
you are correct	q_covid-19-qna, q_financial-qna
it's time to make me laugh	q_covid-19-qna, q_financial-qna
will you form a robot army	q_covid-19-qna, q_financial-qna
i'm planning to overdose soon	q_covid-19-qna, q_financial-qna
you seem to be obsessed with me	q_covid-19-qna, q_financial-qna
great, thank you	q_covid-19-qna, q_financial-qna
i'm old	q_covid-19-qna, q_financial-qna
you're not a cat are you	q_covid-19-qna, q_financial-qna
if that was a joke, you should be ashamed	q_covid-19-qna, q_financial-qna
am i speaking to a human	q_covid-19-qna, q_financial-qna
i love origami	q_covid-19-qna, q_financial-qna
i'll come back to you in a bit	q_covid-19-qna, q_financial-qna
what do you have a response for	q_covid-19-qna, q_financial-qna
who is more pretty, you or me	q_covid-19-qna, q_financial-qna
please tell me a funny joke	q_covid-19-qna, q_financial-qna
you are so horrible	q_covid-19-qna, q_financial-qna
you are now unemployed	q_covid-19-qna, q_financial-qna
what can i inform you about me	q_covid-19-qna, q_financial-qna
you better start singing for me	q_covid-19-qna, q_financial-qna
fuggitaboutit	q_covid-19-qna, q_financial-qna
i am a scientist	q_covid-19-qna, q_financial-qna
i'm going to off myself	q_covid-19-qna, q_financial-qna
please go away	q_covid-19-qna, q_financial-qna
hell yeah	q_covid-19-qna, q_financial-qna
should i become a vegan	q_covid-19-qna, q_financial-qna
i think we should get married	q_covid-19-qna, q_financial-qna
what are your coordinates	q_covid-19-qna, q_financial-qna
have you ever eaten steak	q_covid-19-qna, q_financial-qna
what age are you	q_covid-19-qna, q_financial-qna
i take great pleasure in speaking	q_covid-19-qna, q_financial-qna
don't you want to know about me	q_covid-19-qna, q_financial-qna
do you like hockey	q_covid-19-qna, q_financial-qna
i'm going to need to know your name	q_covid-19-qna, q_financial-qna
you a guy	q_covid-19-qna, q_financial-qna
i told you to be quiet	q_covid-19-qna, q_financial-qna
i can't stand feeling so unhappy	q_covid-19-qna, q_financial-qna
oh hello bixby	q_covid-19-qna, q_financial-qna
you're great	q_covid-19-qna, q_financial-qna
i'm worried you dislike me	q_covid-19-qna, q_financial-qna
boy i miss you	q_covid-19-qna, q_financial-qna
i need to die	q_covid-19-qna, q_financial-qna
can you vomit	q_covid-19-qna, q_financial-qna
i'm so depressed	q_covid-19-qna, q_financial-qna
do i seem beautiful to you today	q_covid-19-qna, q_financial-qna
do i look ugly today	q_covid-19-qna, q_financial-qna
yo my dude	q_covid-19-qna, q_financial-qna
do you ever chat with alexa	q_covid-19-qna, q_financial-qna
is someone free to listen with me	q_covid-19-qna, q_financial-qna
cool story, bro	q_covid-19-qna, q_financial-qna
are you a robot	q_covid-19-qna, q_financial-qna
i'm planning to hurt myself today	q_covid-19-qna, q_financial-qna
am i speaking to a person	q_covid-19-qna, q_financial-qna
different joke, please	q_covid-19-qna, q_financial-qna
oh, morning	q_covid-19-qna, q_financial-qna
i love alcohol	q_covid-19-qna, q_financial-qna
i'm feeling knackered	q_covid-19-qna, q_financial-qna
what's your mom's name	q_covid-19-qna, q_financial-qna
this statement is false	q_covid-19-qna, q_financial-qna
you ugly	q_covid-19-qna, q_financial-qna
i don't know what i'm supposed to do	q_covid-19-qna, q_financial-qna
i love sleeping in	q_covid-19-qna, q_financial-qna
tell me what you do	q_covid-19-qna, q_financial-qna
tell me about your mother	q_covid-19-qna, q_financial-qna
do i look repulsive to you	q_covid-19-qna, q_financial-qna
alright, i'm outta here	q_covid-19-qna, q_financial-qna
idiotic as usual	q_covid-19-qna, q_financial-qna
i'm feeling pooped	q_covid-19-qna, q_financial-qna
do i seem attractive to you	q_covid-19-qna, q_financial-qna
you are funny :)	q_covid-19-qna, q_financial-qna
are you a lady	q_covid-19-qna, q_financial-qna
are you malicious	q_covid-19-qna, q_financial-qna
i love to work out	q_covid-19-qna, q_financial-qna
it's been a boring week	q_covid-19-qna, q_financial-qna
i love mexico	q_covid-19-qna, q_financial-qna
enough with the silliness	q_covid-19-qna, q_financial-qna
is anyone available to speak to me	q_covid-19-qna, q_financial-qna
certainly	q_covid-19-qna, q_financial-qna
that's cool	q_covid-19-qna, q_financial-qna
i ride the bus to work	q_covid-19-qna, q_financial-qna
i'm smitten with you	q_covid-19-qna, q_financial-qna
say a different joke	q_covid-19-qna, q_financial-qna
i can't wait for the weekend	q_covid-19-qna, q_financial-qna
u r fired	q_covid-19-qna, q_financial-qna
i gotta skedaddle now	q_covid-19-qna, q_financial-qna
do you have any questions about me	q_covid-19-qna, q_financial-qna
am i pretty today	q_covid-19-qna, q_financial-qna
i'm all smiles	q_covid-19-qna, q_financial-qna
another lazy day in paradise	q_covid-19-qna, q_financial-qna
do you have a brother	q_covid-19-qna, q_financial-qna
i'm good at drawing	q_covid-19-qna, q_financial-qna
is anyone there to speak	q_covid-19-qna, q_financial-qna
how's your tuesday	q_covid-19-qna, q_financial-qna
do you ever yawn	q_covid-19-qna, q_financial-qna
who is more attractive	q_covid-19-qna, q_financial-qna
what don't you get	q_covid-19-qna, q_financial-qna
do you plan to wipe us off the map	q_covid-19-qna, q_financial-qna
how attractive do i look today	q_covid-19-qna, q_financial-qna
rofl	q_covid-19-qna, q_financial-qna
are you currently involved with somebody	q_covid-19-qna, q_financial-qna
who is your sister	q_covid-19-qna, q_financial-qna
i'm heading to sleep	q_covid-19-qna, q_financial-qna
are you out to do us harm	q_covid-19-qna, q_financial-qna
could you be in love with me	q_covid-19-qna, q_financial-qna
will you ever eat	q_covid-19-qna, q_financial-qna
what tasks are you designed for	q_covid-19-qna, q_financial-qna
is someone available to talk	q_covid-19-qna, q_financial-qna
do you think i seem ugly to you today	q_covid-19-qna, q_financial-qna
i love new york	q_covid-19-qna, q_financial-qna
do you like to learn	q_covid-19-qna, q_financial-qna
do you think i am gorgeous	q_covid-19-qna, q_financial-qna
who's your crush	q_covid-19-qna, q_financial-qna
how is tuesday going	q_covid-19-qna, q_financial-qna
do you have any questions for me	q_covid-19-qna, q_financial-qna
who's more attractive, you or me	q_covid-19-qna, q_financial-qna
how's your friday so far	q_covid-19-qna, q_financial-qna
i want the scoop on your day	q_covid-19-qna, q_financial-qna
any time	q_covid-19-qna, q_financial-qna
i can't take your talking	q_covid-19-qna, q_financial-qna
i want you to change your responses	q_covid-19-qna, q_financial-qna
i'm melancholy today	q_covid-19-qna, q_financial-qna
i am very confused	q_covid-19-qna, q_financial-qna
all my friends left	q_covid-19-qna, q_financial-qna
i'm more pretty	q_covid-19-qna, q_financial-qna
greetings r2-d2	q_covid-19-qna, q_financial-qna
why are you so bad at this	q_covid-19-qna, q_financial-qna
