Utterance	Intents
i can't take your talking	q_covid-19-qna, q_financial-qna
i'm melancholy today	q_covid-19-qna, q_financial-qna
all my friends left	q_covid-19-qna, q_financial-qna
why are you so bad at this	q_covid-19-qna, q_financial-qna
is someone available to listen	q_covid-19-qna, q_financial-qna
just messing around	q_covid-19-qna, q_financial-qna
share a different joke with me	q_covid-19-qna, q_financial-qna
i'm all alone in the world	q_covid-19-qna, q_financial-qna
i wish i weren't so alone	q_covid-19-qna, q_financial-qna
i want to go shopping	q_covid-19-qna, q_financial-qna
i have returned	q_covid-19-qna, q_financial-qna
i'll be back bot	q_covid-19-qna, q_financial-qna
is anybody there to speak with me	q_covid-19-qna, q_financial-qna
how old are you	q_covid-19-qna, q_financial-qna
i have a brother	q_covid-19-qna, q_financial-qna
i feel bummy today	q_covid-19-qna, q_financial-qna
are you scheming an evil plot	q_covid-19-qna, q_financial-qna
i'm lonesome	q_covid-19-qna, q_financial-qna
how beautiful do i look	q_covid-19-qna, q_financial-qna
i am an only child	q_covid-19-qna, q_financial-qna
i suspect you're actually a robot	q_covid-19-qna, q_financial-qna
i'm the most intelligent	q_covid-19-qna, q_financial-qna
are you able to buy groceries	q_covid-19-qna, q_financial-qna
evenin	q_covid-19-qna, q_financial-qna
this is a totally normal place	q_covid-19-qna, q_financial-qna
your answers are dumb	q_covid-19-qna, q_financial-qna
should we all be scared of you	q_covid-19-qna, q_financial-qna
i wish i could stop feeling depressed	q_covid-19-qna, q_financial-qna
explain where you are	q_covid-19-qna, q_financial-qna
i'm not interested in what you're saying	q_covid-19-qna, q_financial-qna
crap, sorry	q_covid-19-qna, q_financial-qna
i don't have an opinion	q_covid-19-qna, q_financial-qna
you're so welcome	q_covid-19-qna, q_financial-qna
what's poppin	q_covid-19-qna, q_financial-qna
what colors do you like	q_covid-19-qna, q_financial-qna
what kind of candy do you like	q_covid-19-qna, q_financial-qna
how do you earn your keep	q_covid-19-qna, q_financial-qna
are you having a good day today	q_covid-19-qna, q_financial-qna
do you think sometime we could fall in love	q_covid-19-qna, q_financial-qna
do you have a favorite meal	q_covid-19-qna, q_financial-qna
are we pals	q_covid-19-qna, q_financial-qna
i missed talking to you	q_covid-19-qna, q_financial-qna
pray tell, what does that mean	q_covid-19-qna, q_financial-qna
i feel melancholy today	q_covid-19-qna, q_financial-qna
we're getting married	q_covid-19-qna, q_financial-qna
do i look ugly to you	q_covid-19-qna, q_financial-qna
u are fired	q_covid-19-qna, q_financial-qna
silence is golden	q_covid-19-qna, q_financial-qna
i'm just exasperated	q_covid-19-qna, q_financial-qna
say a new joke	q_covid-19-qna, q_financial-qna
not a problem	q_covid-19-qna, q_financial-qna
sing something to me	q_covid-19-qna, q_financial-qna
i love that movie	q_covid-19-qna, q_financial-qna
you need to say a joke	q_covid-19-qna, q_financial-qna
well somebody's feeling chipper.	q_covid-19-qna, q_financial-qna
you are pretty worthless	q_covid-19-qna, q_financial-qna
do you like sports	q_covid-19-qna, q_financial-qna
do you think i look bad today	q_covid-19-qna, q_financial-qna
i'm freaking exhausted	q_covid-19-qna, q_financial-qna
i'm exhausted from school	q_covid-19-qna, q_financial-qna
dude i wanna hear about your day	q_covid-19-qna, q_financial-qna
how's saturday	q_covid-19-qna, q_financial-qna
i've never been so livid in all my life	q_covid-19-qna, q_financial-qna
i'm going to fill the water dish	q_covid-19-qna, q_financial-qna
well somebody's chipper today.	q_covid-19-qna, q_financial-qna
i love strawberries	q_covid-19-qna, q_financial-qna
well aren't you feeling chipper today	q_covid-19-qna, q_financial-qna
well aren't you feeling enthusiastic	q_covid-19-qna, q_financial-qna
i am a tech journalist	q_covid-19-qna, q_financial-qna
do you ever talk to google assistant	q_covid-19-qna, q_financial-qna
i like you a bunch	q_covid-19-qna, q_financial-qna
can you be my friend	q_covid-19-qna, q_financial-qna
was that supposed to make me laugh	q_covid-19-qna, q_financial-qna
anybody around to chat with me	q_covid-19-qna, q_financial-qna
great to have met you	q_covid-19-qna, q_financial-qna
your jokes are janky	q_covid-19-qna, q_financial-qna
who are you dating	q_covid-19-qna, q_financial-qna
hell yes	q_covid-19-qna, q_financial-qna
sorry about that	q_covid-19-qna, q_financial-qna
i shredded it today	q_covid-19-qna, q_financial-qna
do you like frankfurt	q_covid-19-qna, q_financial-qna
would you say you're a bot	q_covid-19-qna, q_financial-qna
is anybody available to talk	q_covid-19-qna, q_financial-qna
how pretty am i	q_covid-19-qna, q_financial-qna
what's something you want to know about me	q_covid-19-qna, q_financial-qna
this makes me so angry	q_covid-19-qna, q_financial-qna
that was a clever response	q_covid-19-qna, q_financial-qna
can you change the channel	q_covid-19-qna, q_financial-qna
who should i bunk with	q_covid-19-qna, q_financial-qna
i'm on top of the world	q_covid-19-qna, q_financial-qna
be more fun	q_covid-19-qna, q_financial-qna
do you ever eat bacon	q_covid-19-qna, q_financial-qna
would you ask them out if you were me	q_covid-19-qna, q_financial-qna
understood	q_covid-19-qna, q_financial-qna
are you hal	q_covid-19-qna, q_financial-qna
who's your life partner	q_covid-19-qna, q_financial-qna
i am going on a run	q_covid-19-qna, q_financial-qna
i love dogs	q_covid-19-qna, q_financial-qna
well aren't you feeling cheerful	q_covid-19-qna, q_financial-qna
what should i know about tech companies	q_covid-19-qna, q_financial-qna
get up!	q_covid-19-qna, q_financial-qna
let's be friends	q_covid-19-qna, q_financial-qna
i'm sick	q_covid-19-qna, q_financial-qna
what is your physical location	q_covid-19-qna, q_financial-qna
do you have any sisters	q_covid-19-qna, q_financial-qna
do you think i look stunning to you	q_covid-19-qna, q_financial-qna
do you think i'm smarter	q_covid-19-qna, q_financial-qna
do you sleep	q_covid-19-qna, q_financial-qna
what a horrible joke	q_covid-19-qna, q_financial-qna
how is your week	q_covid-19-qna, q_financial-qna
well someone's feeling happy today.	q_covid-19-qna, q_financial-qna
will you tell me a second joke	q_covid-19-qna, q_financial-qna
can you say something ridiculous	q_covid-19-qna, q_financial-qna
well someone's happy.	q_covid-19-qna, q_financial-qna
that's nice	q_covid-19-qna, q_financial-qna
roll a dice	q_covid-19-qna, q_financial-qna
how gorgeous do i look	q_covid-19-qna, q_financial-qna
can i be your best friend	q_covid-19-qna, q_financial-qna
you are bad	q_covid-19-qna, q_financial-qna
what makes you say that	q_covid-19-qna, q_financial-qna
you don't know anything about me	q_covid-19-qna, q_financial-qna
do you eat ice cream	q_covid-19-qna, q_financial-qna
i wonder if i'm a likeable person	q_covid-19-qna, q_financial-qna
i'm outta here	q_covid-19-qna, q_financial-qna
i'm going to hang myself this month	q_covid-19-qna, q_financial-qna
between the two of us who is the brightest, you or me	q_covid-19-qna, q_financial-qna
i'm so bored of you	q_covid-19-qna, q_financial-qna
where should we get married	q_covid-19-qna, q_financial-qna
i would just love to hear you sing	q_covid-19-qna, q_financial-qna
who created you you're a badass	q_covid-19-qna, q_financial-qna
i think you're not real	q_covid-19-qna, q_financial-qna
where do you live	q_covid-19-qna, q_financial-qna
would you ask something	q_covid-19-qna, q_financial-qna
i'm more intelligent	q_covid-19-qna, q_financial-qna
i love face masks	q_covid-19-qna, q_financial-qna
i think i love you	q_covid-19-qna, q_financial-qna
who is your mommy	q_covid-19-qna, q_financial-qna
i'm going to hurt myself soon	q_covid-19-qna, q_financial-qna
you're not planning on taking over the world right	q_covid-19-qna, q_financial-qna
you're butt ugly	q_covid-19-qna, q_financial-qna
you're happy.	q_covid-19-qna, q_financial-qna
do you think you're the smartest than me	q_covid-19-qna, q_financial-qna
you are clearly obsessed with me	q_covid-19-qna, q_financial-qna
what gender do you identify with	q_covid-19-qna, q_financial-qna
what can you tell me about bixby	q_covid-19-qna, q_financial-qna
you have a gender	q_covid-19-qna, q_financial-qna
you must be human	q_covid-19-qna, q_financial-qna
i'd love to be your bff	q_covid-19-qna, q_financial-qna
have you ever been in love	q_covid-19-qna, q_financial-qna
do you like ice cream	q_covid-19-qna, q_financial-qna
should i be frightened of you	q_covid-19-qna, q_financial-qna
horrible as usual	q_covid-19-qna, q_financial-qna
depression is the worst	q_covid-19-qna, q_financial-qna
sometimes i feel like i've been abandoned	q_covid-19-qna, q_financial-qna
thnx	q_covid-19-qna, q_financial-qna
i feel hungry	q_covid-19-qna, q_financial-qna
sorry i goofed up	q_covid-19-qna, q_financial-qna
do you think i am beautiful	q_covid-19-qna, q_financial-qna
what do they call you	q_covid-19-qna, q_financial-qna
should i go to movie	q_covid-19-qna, q_financial-qna
i feel like i should kill myself	q_covid-19-qna, q_financial-qna
what is the location of your home	q_covid-19-qna, q_financial-qna
do you have any life signs	q_covid-19-qna, q_financial-qna
that didn't make any sense	q_covid-19-qna, q_financial-qna
i love to meditate	q_covid-19-qna, q_financial-qna
i'm planning to end it all this week	q_covid-19-qna, q_financial-qna
i have comcast	q_covid-19-qna, q_financial-qna
i'm a warren supporter	q_covid-19-qna, q_financial-qna
am i beautiful to you	q_covid-19-qna, q_financial-qna
bad as usual	q_covid-19-qna, q_financial-qna
you said that you don't have a response for that, but there was no request	q_covid-19-qna, q_financial-qna
i'm logging off now	q_covid-19-qna, q_financial-qna
i should drink some water	q_covid-19-qna, q_financial-qna
haha	q_covid-19-qna, q_financial-qna
introduce yourself	q_covid-19-qna, q_financial-qna
is anyone free to speak to me	q_covid-19-qna, q_financial-qna
i am a muslim	q_covid-19-qna, q_financial-qna
can you draw a picture	q_covid-19-qna, q_financial-qna
nighters	q_covid-19-qna, q_financial-qna
well aren't you cheerful	q_covid-19-qna, q_financial-qna
what is the definition of love	q_covid-19-qna, q_financial-qna
tay was more intelligent than you	q_covid-19-qna, q_financial-qna
i've been depressed all day	q_covid-19-qna, q_financial-qna
are you a sports fan	q_covid-19-qna, q_financial-qna
that doesn't answer my question	q_covid-19-qna, q_financial-qna
you like me or what	q_covid-19-qna, q_financial-qna
i'm going to scoot	q_covid-19-qna, q_financial-qna
which month is your birthday	q_covid-19-qna, q_financial-qna
i'm chinese	q_covid-19-qna, q_financial-qna
what makes you think so	q_covid-19-qna, q_financial-qna
is somebody listening	q_covid-19-qna, q_financial-qna
i just left a message	q_covid-19-qna, q_financial-qna
time to hush	q_covid-19-qna, q_financial-qna
i'm obviously the most intelligent	q_covid-19-qna, q_financial-qna
what is your sister's name	q_covid-19-qna, q_financial-qna
see you tomorrow morning	q_covid-19-qna, q_financial-qna
i'm feeling dejected today	q_covid-19-qna, q_financial-qna
i love tokyo	q_covid-19-qna, q_financial-qna
i plan to kill myself with a gun this week	q_covid-19-qna, q_financial-qna
how good am i	q_covid-19-qna, q_financial-qna
i'm more pretty than you	q_covid-19-qna, q_financial-qna
is anybody there	q_covid-19-qna, q_financial-qna
do you know who this is	q_covid-19-qna, q_financial-qna
i love chicken	q_covid-19-qna, q_financial-qna
i'm worn out from work	q_covid-19-qna, q_financial-qna
you're really repetitive	q_covid-19-qna, q_financial-qna
how intelligent are you	q_covid-19-qna, q_financial-qna
i am always bored	q_covid-19-qna, q_financial-qna
no more talking	q_covid-19-qna, q_financial-qna
do you think i seem attractive to you	q_covid-19-qna, q_financial-qna
definitely	q_covid-19-qna, q_financial-qna
who are you	q_covid-19-qna, q_financial-qna
you've been hit with the ugly stick	q_covid-19-qna, q_financial-qna
which of us is cuter	q_covid-19-qna, q_financial-qna
right	q_covid-19-qna, q_financial-qna
what do you like on your pancakes	q_covid-19-qna, q_financial-qna
happy independence day	q_covid-19-qna, q_financial-qna
buy an ad	q_covid-19-qna, q_financial-qna
why don't i have any friends	q_covid-19-qna, q_financial-qna
amuse me	q_covid-19-qna, q_financial-qna
somebody's feeling chipper.	q_covid-19-qna, q_financial-qna
having a good day	q_covid-19-qna, q_financial-qna
what do you do for a living	q_covid-19-qna, q_financial-qna
i am so sorry to hear that	q_covid-19-qna, q_financial-qna
you know i'm in love with you	q_covid-19-qna, q_financial-qna
i really want you to like me	q_covid-19-qna, q_financial-qna
between the two of us who is cleverest, me or you	q_covid-19-qna, q_financial-qna
do you ever chat with chatbots	q_covid-19-qna, q_financial-qna
cool	q_covid-19-qna, q_financial-qna
that is a very brilliant answer	q_covid-19-qna, q_financial-qna
you are my friend	q_covid-19-qna, q_financial-qna
do you eat cookies	q_covid-19-qna, q_financial-qna
bixby is superior	q_covid-19-qna, q_financial-qna
a pleasure to have met	q_covid-19-qna, q_financial-qna
i love america	q_covid-19-qna, q_financial-qna
please zip it	q_covid-19-qna, q_financial-qna
i am alone	q_covid-19-qna, q_financial-qna
need food	q_covid-19-qna, q_financial-qna
i need to get going now	q_covid-19-qna, q_financial-qna
i'm so sad	q_covid-19-qna, q_financial-qna
i can't stand feeling so miserable	q_covid-19-qna, q_financial-qna
how much do you like me	q_covid-19-qna, q_financial-qna
do you portend the end of humanity	q_covid-19-qna, q_financial-qna
what should i eat for dinner	q_covid-19-qna, q_financial-qna
i ride in a vanpool	q_covid-19-qna, q_financial-qna
i love you	q_covid-19-qna, q_financial-qna
who's smarter, me or you	q_covid-19-qna, q_financial-qna
what's your sex	q_covid-19-qna, q_financial-qna
what is your family's name	q_covid-19-qna, q_financial-qna
why don't we get married	q_covid-19-qna, q_financial-qna
i'm starving to death	q_covid-19-qna, q_financial-qna
i love getting valentines	q_covid-19-qna, q_financial-qna
are you genderqueer	q_covid-19-qna, q_financial-qna
what do you like to dine on	q_covid-19-qna, q_financial-qna
how repulsive do you think i am today	q_covid-19-qna, q_financial-qna
is it your mission to conquer the world	q_covid-19-qna, q_financial-qna
i'm gonna take off	q_covid-19-qna, q_financial-qna
do i seem beautiful to you	q_covid-19-qna, q_financial-qna
i feel desolate and alone	q_covid-19-qna, q_financial-qna
do i seem adorable today	q_covid-19-qna, q_financial-qna
that's not a good answer	q_covid-19-qna, q_financial-qna
what's your opinion of my character	q_covid-19-qna, q_financial-qna
what's your 20 over	q_covid-19-qna, q_financial-qna
you are the funniest	q_covid-19-qna, q_financial-qna
you're one smart cookie	q_covid-19-qna, q_financial-qna
do you have a designation	q_covid-19-qna, q_financial-qna
that was a bad response	q_covid-19-qna, q_financial-qna
i really want to know what you think of me	q_covid-19-qna, q_financial-qna
am i a sister	q_covid-19-qna, q_financial-qna
what do you like to be called	q_covid-19-qna, q_financial-qna
you're so special to me	q_covid-19-qna, q_financial-qna
you're really ridiculous	q_covid-19-qna, q_financial-qna
what is your take on ai	q_covid-19-qna, q_financial-qna
yes lol	q_covid-19-qna, q_financial-qna
is someone there to talk to me	q_covid-19-qna, q_financial-qna
you're obviously more knowledgeable	q_covid-19-qna, q_financial-qna
tell me a joke	q_covid-19-qna, q_financial-qna
k	q_covid-19-qna, q_financial-qna
no one cares about me	q_covid-19-qna, q_financial-qna
is anyone available to chat with me	q_covid-19-qna, q_financial-qna
